Event,Execution Timestamp,Dissemination Time,Cleared,Collateralization,End-User Exception,Bespoke,Block/Off facility,Execution Venue,UPI,Product,Contract Type,Effective Date,Maturity Date,Upfront Payment,Upfront Payment Currency,Upfront Payment Date,Settlement Currency,Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Designated Maturity,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Designated Maturity,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Embedded Option,Option Strike Price,Option Type,Option Family,Option Currency,Option Premium,Option Lockout Period,Option Expiration Date,Asset Class,Rpt ID,Prev Rpt ID,Future Value Notional,Contract Subtype,Leg1 Return Type,Leg2 Return Type,Vega Notional Amount,Leg1 Fixed Payment,Leg1 Fixed Payment currency,Leg2 Fixed Payment,Leg2 Fixed Payment currency,Leg1 Underlying Asset,Leg2 Underlying Asset,Settlement date,Submission event,action,amendmentIndicator,assetClass,blockTradeIndicator,cleared,customBasketIndicator,deliveryType,disseminationIdentifier,disseminationTimestamp,effectiveDate,embeddedOptionType,event,eventDateTime,executionDateTime,expirationDate,firstExerciseDate,instrumentType,leg1CallAmount,leg1CallCurrency,leg1EffectiveNotionalAmount,leg1FixedRateDayCount,leg1FloatingRateDayCount,leg1NotionalAmount,leg1NotionalCurrency,leg1NotionalEffectiveDate,leg1NotionalEndDate,leg1NotionalScheduleType,leg1PutAmount,leg1PutCurrency,leg1ResetFrequencyMultiplier,leg1SettlementCurrency,leg1SettlementLocation,leg1UnderlyingAssetOrContractType,leg2CallAmount,leg2CallCurrency,leg2EffectiveNotionalAmount,leg2FixedRateDayCount,leg2FloatingRateDayCount,leg2NotionalAmount,leg2NotionalCurrency,leg2NotionalEffectiveDate,leg2NotionalEndDate,leg2NotionalScheduleType,leg2PutAmount,leg2PutCurrency,leg2ResetFrequencyMultiplier,leg2SettlementCurrency,leg2SettlementLocation,leg2UnderlyingAssetOrContractType,nonStandardTermIndicator,optionExerciseFrequencyMultiplier,optionExerciseFrequencyPeriod,optionPremiumAmount,optionPremiumCurrency,optionStrikePrice,optionStrikePriceCurrency,optionStrikePriceNotation,optionStyle,optionType,originalDisseminationIdentifier,otherPaymentAmount,otherPaymentCurrency,otherPaymentType,packageIndicator,packageTransactionPrice,packageTransactionPriceCurrency,packageTransactionPriceNotation,packageTransactionSpread,packageTransactionSpreadCurrency,packageTransactionSpreadNotation,platformID,postPricedSwapIndicator,primeBrokerageTransactionIndicator,productCode,productCodeType,productName,returnTriggerType,sDRreceiptTimestamp,underlierExpirationDate,leg1FixedRatePaymentFrequencyMultiplier,leg1FixedRatePaymentFrequencyPeriod,leg1FloatingRatePaymentFrequencyMultiplier,leg1FloatingRatePaymentFrequencyPeriod,leg1QuantityUnit,leg1Spread,leg1SpreadCurrency,leg1SpreadNotation,leg1TotalNotionalQuantity,leg1UnderlierCurrency,leg1UnderlierID,leg1UnderlierIDSource,leg1UnderlierTenorMultiplier,leg1UnderlierTenorPeriod,leg2FixedRatePaymentFrequencyMultiplier,leg2FixedRatePaymentFrequencyPeriod,leg2FloatingRatePaymentFrequencyMultiplier,leg2FloatingRatePaymentFrequencyPeriod,leg2QuantityUnit,leg2Spread,leg2SpreadCurrency,leg2SpreadNotation,leg2TotalNotionalQuantity,leg2UnderlierCurrency,leg2UnderlierID,leg2UnderlierIDSource,leg2UnderlierTenorMultiplier,leg2UnderlierTenorPeriod,price,priceCurrency,priceNotation,priceUnit,leg1ResetFrequencyPeriod,leg2ResetFrequencyPeriod,optionExerciseEndDate
Increase,12/31/2020 21:39:02,12/31/2020 22:09:02,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,110000,USD,1M,,Float,0,US0001M,5.075Y,0,,110000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861911,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase,12/31/2020 21:39:02,12/31/2020 22:09:02,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861912,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:03:44,01/05/2021 22:33:44,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,420000,USD,1M,,Float,0,US0001M,5.075Y,0,,420000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861913,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:25:26,01/05/2021 22:55:26,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861914,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:26:02,01/05/2021 22:56:02,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861915,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:26:36,01/05/2021 22:56:36,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861916,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:26:36,01/05/2021 22:56:36,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,5000000,USD,1M,,Float,0,US0001M,5.075Y,0,,5000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861917,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,01/07/2021,0,,,USD,Equity,0,,5.075Y,0,,5000000,USD,1M,,Float,0,US0001M,1.325Y,0,,5000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861918,,,,Total,,0.000000000000000,0,,0,,,,01/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,01/07/2021,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,1.325Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861919,,,,Total,,0.000000000000000,0,,0,,,,01/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,01/07/2021,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,1.325Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861920,,,,Total,,0.000000000000000,0,,0,,,,01/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,2000000,USD,1M,,Float,0,US0001M,5.075Y,0,,2000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861921,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,3000000,USD,1M,,Float,0,US0001M,5.075Y,0,,3000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861922,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,730000,USD,1M,,Float,0,US0001M,5.075Y,0,,730000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861923,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,680000,USD,1M,,Float,0,US0001M,5.075Y,0,,680000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861924,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,710000,USD,1M,,Float,0,US0001M,5.075Y,0,,710000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861925,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,01/07/2021,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,1.325Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861926,,,,Total,,0.000000000000000,0,,0,,,,01/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,690000,USD,1M,,Float,0,US0001M,5.075Y,0,,690000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861927,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,01/07/2021,0,,,USD,Equity,0,,5.075Y,0,,420000,USD,1M,,Float,0,US0001M,1.325Y,0,,420000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861928,,,,Total,,0.000000000000000,0,,0,,,,01/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861929,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,190000,USD,1M,,Float,0,US0001M,5.075Y,0,,190000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861930,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase,01/05/2021 22:42:12,01/05/2021 23:12:12,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,240000,USD,1M,,Float,0,US0001M,5.075Y,0,,240000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861931,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:26:10,01/06/2021 13:56:10,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861932,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/06/2021 13:26:10,01/06/2021 13:56:10,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,180000,USD,1M,,Float,0,US0001M,5.075Y,0,,180000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861933,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:26:13,01/06/2021 13:56:13,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,400000,USD,1M,,Float,0,US0001M,5.075Y,0,,400000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861934,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:26:13,01/06/2021 13:56:13,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,29000,USD,1M,,Float,0,US0001M,5.075Y,0,,29000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861935,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:26:44,01/06/2021 13:56:44,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,180000,USD,1M,,Float,0,US0001M,5.075Y,0,,180000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861936,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:26:44,01/06/2021 13:56:44,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861937,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:27:11,01/06/2021 13:57:11,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861938,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:27:11,01/06/2021 13:57:11,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,180000,USD,1M,,Float,0,US0001M,5.075Y,0,,180000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861939,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:27:37,01/06/2021 13:57:37,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,3000000,USD,1M,,Float,0,US0001M,5.075Y,0,,3000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861940,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendment,01/06/2021 13:27:37,01/06/2021 13:57:37,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,400000,USD,1M,,Float,0,US0001M,5.075Y,0,,400000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861941,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/06/2021 13:27:37,01/06/2021 13:57:37,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861942,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Trade,01/11/2021 21:24:48,01/11/2021 21:54:48,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,09/18/2024,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,5.075Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861953,,,,Total,,0.000000000000000,0,,0,,,,09/18/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,01/11/2021 22:38:53,01/11/2021 23:08:53,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,01/13/2021,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,1.3417Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861954,,,,Total,,0.000000000000000,0,,0,,,,01/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,01/11/2021 22:38:53,01/11/2021 23:08:53,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,01/13/2021,0,,,USD,Equity,0,,5.075Y,0,,1000000,USD,1M,,Float,0,US0001M,1.3417Y,0,,1000000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861955,,,,Total,,0.000000000000000,0,,0,,,,01/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swap Unwind,01/11/2021 22:38:53,01/11/2021 23:08:53,Uncleared,Partially Collateralized,End-user,N,Y,Off Facility Swap,,Basket:TotalReturn,EquitySwap,09/16/2019,01/13/2021,0,,,USD,Equity,0,,5.075Y,0,,190000,USD,1M,,Float,0,US0001M,1.3417Y,0,,190000,USD,1M,1M,N,0,,,,0,,,Equity,EQUITY11861956,,,,Total,,0.000000000000000,0,,0,,,,01/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
